'Assert -> (expr{test})'	0
'Assert -> (expr{test}), (expr{msg})'	1
'Assign -> (expr*{targets}), (expr{value})'	2
'Attribute -> (expr{value}), (str{attr})'	3
'AugAssign -> (expr{target}), (operator{op}), (expr{value})'	4
'BinOp -> (expr{left}), (operator{op}), (expr{right})'	5
'BoolOp -> (boolop{op}), (expr*{values})'	6
'Call -> (expr{func})'	7
'Call -> (expr{func}), (expr*{args})'	8
'Call -> (expr{func}), (expr*{args}), (expr{kwargs})'	9
'Call -> (expr{func}), (expr*{args}), (expr{starargs})'	10
'Call -> (expr{func}), (expr*{args}), (expr{starargs}), (expr{kwargs})'	11
'Call -> (expr{func}), (expr*{args}), (keyword*{keywords})'	12
'Call -> (expr{func}), (expr*{args}), (keyword*{keywords}), (expr{kwargs})'	13
'Call -> (expr{func}), (expr*{args}), (keyword*{keywords}), (expr{starargs})'	14
'Call -> (expr{func}), (expr{kwargs})'	15
'Call -> (expr{func}), (expr{starargs})'	16
'Call -> (expr{func}), (expr{starargs}), (expr{kwargs})'	17
'Call -> (expr{func}), (keyword*{keywords})'	18
'Call -> (expr{func}), (keyword*{keywords}), (expr{kwargs})'	19
'Call -> (expr{func}), (keyword*{keywords}), (expr{starargs}), (expr{kwargs})'	20
'ClassDef -> (str{name}), (expr*{bases}), (stmt*{body})'	21
'ClassDef -> (str{name}), (stmt*{body})'	22
'Compare -> (expr{left}), (cmpop*{ops}), (expr*{comparators})'	23
'Delete -> (expr*{targets})'	24
'Dict -> (epsilon)'	25
'Dict -> (expr*{keys}), (expr*{values})'	26
'DictComp -> (expr{key}), (expr{value}), (comprehension*{generators})'	27
'ExceptHandler -> (expr{type}), (expr{name}), (stmt*{body})'	28
'ExceptHandler -> (expr{type}), (stmt*{body})'	29
'ExceptHandler -> (stmt*{body})'	30
'Exec -> (expr{body})'	31
'Expr -> (expr{value})'	32
'For -> (expr{target}), (expr{iter}), (stmt*{body})'	33
'FunctionDef -> (str{name}), (arguments{args}), (stmt*{body})'	34
'FunctionDef -> (str{name}), (arguments{args}), (stmt*{body}), (expr*{decorator_list})'	35
'GeneratorExp -> (expr{elt}), (comprehension*{generators})'	36
'Global -> (str*{names})'	37
'If -> (expr{test}), (stmt*{body})'	38
'If -> (expr{test}), (stmt*{body}), (stmt*{orelse})'	39
'IfExp -> (expr{test}), (expr{body}), (expr{orelse})'	40
'Import -> (alias*{names})'	41
'ImportFrom -> (alias*{names}), (int{level})'	42
'ImportFrom -> (str{module}), (alias*{names}), (int{level})'	43
'Index -> (expr{value})'	44
'Lambda -> (arguments{args}), (expr{body})'	45
'List -> (epsilon)'	46
'List -> (expr*{elts})'	47
'ListComp -> (expr{elt}), (comprehension*{generators})'	48
'Name -> (str{id})'	49
'Num -> (float{n})'	50
'Num -> (int{n})'	51
'Print -> (expr*{values}), (bool{nl})'	52
'Raise -> (epsilon)'	53
'Raise -> (expr{type})'	54
'Return -> (epsilon)'	55
'Return -> (expr{value})'	56
'Set -> (expr*{elts})'	57
'Slice -> (epsilon)'	58
'Slice -> (expr{lower})'	59
'Slice -> (expr{lower}), (expr{step})'	60
'Slice -> (expr{lower}), (expr{upper})'	61
'Slice -> (expr{step})'	62
'Slice -> (expr{upper})'	63
'Str -> (str{s})'	64
'Subscript -> (expr{value}), (slice{slice})'	65
'TryExcept -> (stmt*{body}), (excepthandler*{handlers})'	66
'TryFinally -> (stmt*{body}), (stmt*{finalbody})'	67
'Tuple -> (epsilon)'	68
'Tuple -> (expr*{elts})'	69
'UnaryOp -> (unaryop{op}), (expr{operand})'	70
'While -> (expr{test}), (stmt*{body})'	71
'With -> (expr{context_expr}), (expr{optional_vars}), (stmt*{body})'	72
'With -> (expr{context_expr}), (stmt*{body})'	73
'Yield -> (epsilon)'	74
'Yield -> (expr{value})'	75
'alias -> (str{name})'	76
'alias -> (str{name}), (str{asname})'	77
'alias* -> (alias)'	78
'alias* -> (alias), (alias)'	79
'alias* -> (alias), (alias), (alias)'	80
'alias* -> (alias), (alias), (alias), (alias)'	81
'alias* -> (alias), (alias), (alias), (alias), (alias)'	82
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias)'	83
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias), (alias)'	84
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias)'	85
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias)'	86
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias)'	87
'alias* -> (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias), (alias)'	88
